	NN1	NN2	NN3	UU1	UU2	UU3
SPU_018248	9	4	3	13	2	8
SPU_018250	385	324	406	460	356	317
SPU_018249	2	1	0	4	1	0
SPU_007426	5	9	10	4	3	2
SPU_007427	11	0	10	9	3	4
SPU_026286	117	102	147	202	153	164
SPU_008210	116	91	116	132	129	72
SPU_008209	15	13	18	12	17	7
SPU_027804	0	0	0	1	0	0
SPU_008789	32	32	21	30	29	21
SPU_021214	32	29	39	39	43	44
SPU_013310	44	38	43	34	35	14
SPU_020966	71	40	63	61	50	34
SPU_018634	15	9	5	8	10	3
SPU_027666	521	596	587	793	679	622
SPU_002713	15	9	18	14	4	8
SPU_015257	29	34	44	15	22	7
SPU_018595	14	20	20	22	14	8
SPU_005461	289	296	300	262	219	161
SPU_025183	39	46	40	38	40	55
SPU_025182	935	1041	1256	866	774	402
SPU_003089	0	0	4	0	1	1
SPU_025388	0	0	0	0	0	0
SPU_003370	0	0	1	1	0	0
SPU_002849	13	5	3	9	6	4
SPU_008201	0	0	0	0	0	0
SPU_008202	5	5	9	8	5	5
SPU_026154	603	508	593	653	453	334
SPU_010334	0	0	0	0	0	0
SPU_010335	644	589	647	613	412	389
SPU_023861	140	169	179	181	162	102
SPU_027855	67	84	66	39	33	12
SPU_018440	1382	1348	1300	1013	906	719
SPU_018441	209	142	197	151	101	57
SPU_024820	36	36	45	66	41	34
SPU_023735	59	59	50	39	43	25
SPU_017914	0	0	0	0	0	0
SPU_017913	0	0	0	0	0	0
SPU_001065	11	13	15	19	8	8
SPU_007942	1215	1139	1205	938	731	399
SPU_007939	21	14	17	7	9	4
SPU_003095	9	3	6	4	7	2
SPU_002922	0	0	0	0	0	0
SPU_002921	0	0	0	1	0	0
SPU_023259	619	606	676	821	627	462
SPU_023263	325	289	316	313	294	228
SPU_023262	233	230	252	216	194	134
SPU_023260	31	54	72	44	42	29
SPU_013522	17	30	52	37	12	8
SPU_023261	118	116	147	112	68	45
SPU_011302	16	5	17	11	7	9
SPU_026374	29	27	25	21	23	18
SPU_026375	103	79	64	73	48	40
SPU_026373	0	2	0	0	1	0
SPU_010070	147	118	170	206	180	165
SPU_013909	3950	4204	4212	4585	4323	3992
SPU_001816	127	122	164	169	116	107
SPU_007207	28	19	10	23	28	21
SPU_011742	1	0	0	0	0	1
SPU_011741	5	0	0	0	0	0
SPU_019453	74	73	90	109	72	60
SPU_019454	20	24	28	34	31	42
SPU_012734	20	9	10	15	15	4
SPU_027162	0	0	0	0	0	0
SPU_027163	0	0	0	0	1	1
SPU_027161	54	60	43	29	42	42
SPU_030134	0	0	0	0	0	0
SPU_027164	2	0	2	0	1	0
SPU_027160	35	22	24	10	15	19
SPU_008873	0	5	7	2	7	3
SPU_002102	0	0	0	0	0	0
SPU_008877	92	106	106	100	91	83
SPU_008878	38	48	52	53	38	35
SPU_021282	105	100	88	77	75	43
SPU_008872	105	94	120	155	117	65
SPU_002609	66	62	51	60	56	38
SPU_008879	276	320	345	216	210	125
SPU_008871	265	232	253	251	151	159
SPU_011507	85	82	110	101	87	74
SPU_027132	0	2	0	2	1	0
SPU_021655	113	112	112	169	167	77
SPU_021656	723	686	759	658	563	409
SPU_015778	4	2	1	2	6	0
SPU_018500	178	195	219	210	149	86
SPU_019788	4222	4196	3976	4201	4148	3817
SPU_007453	17	19	27	20	12	1
SPU_020605	101	113	96	122	101	130
SPU_014816	2	8	7	5	5	4
SPU_012029	33	42	39	61	57	46
SPU_019531	1	1	1	1	1	2
SPU_019530	54	75	56	90	41	58
SPU_021902	16	16	9	3	22	2
SPU_015282	8	5	8	12	3	6
SPU_015281	137	154	154	140	114	65
SPU_015280	5	9	10	396	536	421
SPU_010060	28	25	24	28	17	13
SPU_028059	92	125	144	145	122	91
ENSRNA022743193	0	0	0	0	0	0
SPU_012376	101	77	107	89	70	65
SPU_012377	226	265	251	249	274	230
SPU_012375	0	0	0	0	0	1
SPU_001756	22	13	41	33	21	16
SPU_022110	0	2	0	0	0	0
SPU_022109	1	0	0	0	0	0
SPU_005967	0	0	0	0	0	0
SPU_021761	0	0	1	0	1	0
ENSRNA022744273	0	0	1	0	0	0
SPU_026349	0	0	0	1	0	1
SPU_011323	347	301	390	360	243	182
SPU_011321	2	0	5	0	0	3
SPU_011322	28	24	46	22	23	10
SPU_011315	226	198	123	193	140	110
SPU_025137	31	12	35	34	26	12
SPU_027504	0	0	0	0	0	0
SPU_028439	221	174	219	129	95	89
SPU_011316	1341	1256	1401	1515	1359	1129
SPU_011317	93	97	143	84	52	70
SPU_011320	1038	1191	1060	633	653	557
SPU_011318	0	0	0	0	0	0
SPU_011319	0	0	0	0	0	0
ENSRNA022744950	0	0	0	0	0	0
SPU_012714	0	0	0	0	0	0
SPU_008790	0	0	0	0	0	0
SPU_027397	0	0	0	0	0	0
SPU_024846	0	0	0	0	0	0
ENSRNA022742800	0	0	0	0	0	0
SPU_005016	0	5	2	0	1	3
SPU_026460	251	262	257	262	191	197
SPU_000544	187	184	204	170	187	132
SPU_011143	21	33	24	45	19	10
SPU_024886	41	30	39	10	14	5
SPU_017648	87	96	113	17	17	37
SPU_019851	0	0	0	0	0	0
SPU_001448	0	0	0	0	0	0
SPU_017649	2	0	0	0	0	0
SPU_017651	45	49	35	20	20	12
SPU_001447	0	7	4	2	0	1
SPU_017650	8	8	17	2	0	1
SPU_010034	0	1	7	1	2	0
SPU_013734	11	0	2	5	3	0
SPU_000817	0	0	0	0	0	0
SPU_017720	1	0	0	0	0	0
SPU_001200	0	2	0	0	0	0
SPU_028849	1	0	0	0	0	0
SPU_001199	0	2	0	1	0	0
SPU_001198	1270	1321	1407	1432	1228	1132
SPU_000202	257	293	278	201	179	115
SPU_000201	6	11	12	20	15	5
SPU_016611	899	957	851	769	793	746
SPU_016610	147	137	108	36	17	13
SPU_021598	33	28	21	8	12	13
SPU_011506	1380	1630	1564	836	746	457
SPU_024039	458	418	425	427	298	284
SPU_006284	484	455	573	404	363	250
SPU_006285	294	274	300	297	261	222
SPU_024986	0	0	0	0	0	0
SPU_023046	0	0	0	0	0	0
SPU_010263	0	0	0	0	0	0
SPU_020359	0	0	0	0	0	0
SPU_016598	0	0	0	0	0	0
SPU_024543	0	0	0	0	0	0
SPU_003931	0	0	0	0	1	0
SPU_028575	61	87	53	70	33	50
SPU_003777	2	7	2	0	0	0
SPU_019083	152	199	142	186	159	122
SPU_001209	9	27	17	17	10	11
SPU_001250	866	892	981	858	586	344
SPU_000394	1386	1323	1379	1189	967	720
SPU_000397	12	10	6	8	9	9
SPU_000396	89	55	68	80	55	60
SPU_000395	8771	8976	8763	8333	7708	7086
SPU_004691	656	649	553	907	847	917
SPU_004692	71	52	112	73	29	12
SPU_017516	36	18	41	23	11	4
SPU_017517	0	2	0	0	0	1
SPU_023066	49	31	60	44	57	37
SPU_023067	194	336	295	228	158	189
SPU_023068	3	3	0	1	2	4
SPU_023069	160	195	171	117	107	68
SPU_023071	4	0	0	0	0	0
SPU_016030	38	32	27	26	32	34
SPU_023070	276	233	220	241	210	188
SPU_003945	91	87	111	99	56	48
SPU_003944	66	49	62	98	99	97
SPU_015828	0	0	4	0	0	1
SPU_015830	0	0	0	0	0	0
ENSRNA022743977	0	0	0	0	0	0
ENSRNA022743967	0	0	0	0	0	0
ENSRNA022743973	3	0	0	1	0	0
SPU_022349	283	253	278	219	209	178
SPU_027512	3	2	2	2	2	5
SPU_017738	283	291	299	285	156	112
SPU_017737	1233	1331	1288	1772	1623	1519
SPU_012369	99	71	99	109	87	94
SPU_027079	0	0	0	0	0	0
SPU_009636	0	0	0	2	0	5
SPU_000271	0	0	0	0	0	0
SPU_022667	25	26	23	33	24	15
SPU_022668	114	120	125	73	87	48
SPU_019019	103	116	96	112	86	58
SPU_013240	11	13	6	8	14	4
SPU_014106	6	11	5	31	15	29
SPU_014105	27	54	32	34	37	24
SPU_014103	29	24	24	26	10	3
SPU_014104	14	14	15	17	15	1
SPU_005742	13	20	24	24	21	9
SPU_019922	0	0	5	0	0	0
SPU_016442	13	20	16	4	13	4
SPU_001283	1265	1395	1343	1414	1266	1422
ENSRNA022742468	0	1	1	3	4	0
SPU_028010	180	153	132	115	98	93
SPU_000452	63	56	58	51	69	31
SPU_027506	4	3	4	0	4	1
SPU_010312	145	151	107	146	119	123
SPU_024215	301	258	323	369	295	223
SPU_018032	8	21	9	24	5	9
SPU_018033	42	54	56	57	63	34
SPU_011411	0	0	1	0	0	0
SPU_020711	0	0	1	0	0	0
SPU_020712	1	3	0	0	0	0
SPU_021856	180	175	216	230	166	98
SPU_008076	0	0	2	1	0	1
SPU_023009	7	6	7	5	1	1
SPU_006294	1	3	7	4	1	2
SPU_012665	0	0	0	0	0	0
SPU_006293	6	3	1	0	2	4
SPU_019674	11	15	8	12	7	1
SPU_019673	1903	2056	2014	2245	2061	1888
SPU_007230	0	0	0	0	0	0
SPU_028207	1	2	0	0	0	0
SPU_026272	7	3	1	2	6	0
SPU_006273	2	0	3	3	0	2
ENSRNA022742543	4	1	0	0	0	0
ENSRNA022746110	0	0	0	0	0	0
SPU_010829	32268	32017	32812	27880	23854	21454
SPU_004781	404	409	391	364	333	376
SPU_013367	0	0	0	0	0	0
SPU_023375	0	0	0	0	0	0
SPU_017825	0	0	0	0	0	0
SPU_001858	0	0	0	0	0	0
SPU_013452	3160	3129	3055	3297	2949	2968
SPU_004271	8	7	12	4	6	3
SPU_019016	26	29	21	15	14	10
SPU_000640	216	208	242	226	224	165
SPU_000641	198	207	236	244	244	212
SPU_013916	2646	2568	2683	2133	1890	1233
SPU_013915	441	463	463	515	505	361
SPU_013914	1	1	1	2	1	0
SPU_013917	308	357	283	275	281	323
SPU_014729	474	530	516	543	494	427
SPU_014733	243	187	202	258	219	232
SPU_014732	212	184	174	193	162	101
SPU_014730	1	1	1	5	1	2
SPU_014731	1	0	0	0	0	0
SPU_023504	34	30	28	99	138	90
SPU_002076	0	0	0	0	0	0
SPU_009186	24	9	22	21	18	9
SPU_010347	13	4	4	11	5	3
SPU_002888	0	3	0	0	0	0
SPU_012948	686	705	615	894	889	631
SPU_012949	139	130	180	134	116	100
SPU_002925	74	89	101	56	50	33
SPU_022915	0	2	0	1	1	0
SPU_000122	92	89	90	70	52	47
SPU_007091	16	37	21	25	20	19
SPU_010955	0	1	0	0	0	0
SPU_016609	47	42	32	43	32	20
SPU_012961	266	260	286	252	196	155
SPU_022858	21	10	27	22	21	8
SPU_012791	0	0	0	0	0	0
SPU_022857	8	11	14	2	3	3
SPU_017976	104	141	128	131	110	84
SPU_014115	44	38	49	41	40	36
SPU_014114	57	57	67	41	36	27
SPU_014113	161	104	122	139	81	103
SPU_012176	15	20	17	14	7	8
SPU_012175	0	1	0	1	0	0
SPU_017403	7	6	11	13	9	12
SPU_015891	0	1	0	0	0	0
SPU_023687	7	16	19	26	8	13
SPU_019028	2	4	3	6	2	10
SPU_010481	2	0	1	0	2	0
SPU_001791	1	1	0	0	0	1
SPU_021049	0	0	0	0	0	0
SPU_026934	0	0	0	0	0	0
SPU_018214	0	0	0	0	1	0
SPU_018213	4	7	7	3	0	0
SPU_018212	2	5	2	0	1	0
SPU_018211	0	5	1	2	0	3
SPU_004024	2321	2233	2149	2146	1826	1605
SPU_027413	125	150	116	114	50	52
SPU_024940	0	0	0	0	2	1
SPU_022655	0	1	1	0	1	3
SPU_028728	404	311	370	341	287	178
SPU_010770	100	109	96	78	105	58
SPU_010771	81	75	56	44	32	22
SPU_008193	0	0	0	0	0	0
SPU_005255	550	490	584	474	332	216
SPU_005256	69	68	94	66	50	48
SPU_009105	0	0	0	0	0	0
SPU_024406	0	0	0	0	0	0
SPU_022371	15	13	7	5	1	0
SPU_022370	401	482	446	508	443	446
SPU_001341	132	114	130	106	84	57
SPU_001342	0	0	0	0	0	0
SPU_016880	1	1	0	0	0	0
SPU_016881	301	396	373	336	291	265
SPU_016879	68	92	88	102	102	96
SPU_016878	21	17	18	13	15	16
SPU_000604	127	142	126	101	103	66
SPU_000602	146	116	140	106	117	60
SPU_000603	56	45	53	68	50	48
SPU_016084	1	5	2	0	0	0
SPU_028565	0	0	0	0	0	0
SPU_028564	0	0	0	0	0	0
SPU_028566	0	0	0	0	0	0
SPU_009040	0	0	0	0	0	0
SPU_012334	137	120	118	255	250	179
SPU_000121	16	24	16	22	13	6
SPU_008531	41	26	35	45	35	20
SPU_009946	421	407	477	521	501	407
SPU_009945	33	15	26	39	25	25
SPU_018682	1	0	0	0	0	0
SPU_018683	2	0	0	1	0	0
SPU_019079	1	3	4	3	2	0
SPU_007649	1	0	0	3	0	0
SPU_013903	5	4	2	10	9	5
SPU_015374	1036	1116	1122	996	766	622
SPU_015373	62	57	55	57	44	26
SPU_027726	24	23	23	26	12	19
SPU_000354	100	152	131	80	89	46
SPU_000353	305	302	249	283	233	268
SPU_002317	48	42	48	66	30	29
SPU_013652	15	9	9	3	0	0
SPU_018564	0	0	0	0	0	0
SPU_018873	45	46	32	38	32	34
SPU_018874	219	256	234	134	93	89
SPU_018875	0	0	0	0	0	0
SPU_018876	14	7	10	11	3	2
SPU_018877	0	0	2	0	0	0
SPU_011629	27	24	30	33	30	13
SPU_014052	1	2	1	2	1	0
SPU_024571	0	1	2	1	4	1
SPU_006332	39	59	52	55	40	53
SPU_021895	25	41	54	31	28	26
SPU_014332	522	489	494	456	344	215
SPU_014331	6	4	7	6	4	6
SPU_020573	3	11	0	2	2	1
SPU_015508	240	224	253	206	165	108
SPU_016704	0	0	0	0	0	0
SPU_016703	0	0	1	0	1	1
ENSRNA022742754	0	0	0	0	1	0
SPU_016702	13	12	11	20	13	13
SPU_016701	0	0	0	0	1	0
SPU_008826	2	2	0	0	1	0
SPU_008825	3	1	6	0	2	3
SPU_006325	25	20	35	20	23	9
SPU_009045	29	19	24	21	26	24
SPU_017438	7	12	7	8	9	7
SPU_017437	91	85	110	93	76	47
SPU_017439	8	16	20	14	28	19
SPU_017436	279	240	326	235	192	172
SPU_003509	2649	2713	2660	2724	2214	2013
SPU_003510	716	824	738	809	645	394
SPU_001968	11	12	16	18	17	8
SPU_003508	372	420	340	478	482	401
SPU_010671	11	7	18	12	8	4
SPU_010670	47	37	44	36	20	14
SPU_004673	103	113	141	106	86	48
SPU_008130	0	0	0	0	0	0
SPU_008612	22	23	32	23	18	10
SPU_020174	54	46	68	66	29	11
SPU_020172	59	62	88	54	40	30
SPU_003529	70	61	71	38	29	16
SPU_024268	65	52	44	84	58	53
SPU_010731	1	3	4	1	0	3
SPU_016867	0	0	0	0	0	0
SPU_016866	11	7	23	6	13	11
SPU_010203	8	16	20	11	7	16
SPU_017456	8	0	10	5	7	4
SPU_007785	28	31	26	28	14	19
SPU_006577	73	84	81	103	84	80
SPU_023665	114	106	165	145	104	98
SPU_009795	35	22	43	46	31	19
SPU_012987	11	10	13	12	16	8
SPU_012988	10	4	18	3	1	3
SPU_005541	453	430	408	365	305	283
SPU_020211	82	46	92	33	35	17
SPU_020212	213	161	221	140	102	84
SPU_011386	99	126	158	124	140	99
SPU_011387	29	34	21	51	48	45
SPU_023962	15	15	13	8	5	7
SPU_023963	13	11	20	12	3	12
SPU_026833	42	27	55	30	40	13
SPU_026836	101	109	110	119	125	73
SPU_026834	476	510	469	563	482	380
SPU_027972	75	97	129	114	76	58
SPU_027973	412	455	439	465	456	366
SPU_027971	0	0	7	1	1	1
SPU_027974	14	17	8	17	7	11
SPU_027975	82	78	80	110	70	55
SPU_027970	26	24	20	10	15	20
SPU_027969	1593	1535	1559	1496	1744	1359
SPU_027968	0	2	2	2	1	0
SPU_014235	0	2	6	0	6	0
SPU_022692	67	60	65	50	45	32
SPU_027976	54	54	47	94	59	51
SPU_027967	602	533	570	510	390	308
SPU_011290	5	8	5	0	3	8
SPU_026672	73	76	51	85	56	61
SPU_001081	157	155	190	91	76	51
SPU_024729	0	0	0	0	0	0
SPU_001082	0	0	1	1	2	0
SPU_027847	5	14	0	9	2	6
SPU_012903	2	3	9	3	9	2
SPU_009611	4	7	7	1	5	3
SPU_007442	0	0	0	0	0	0
SPU_007872	270	285	297	180	224	104
SPU_025082	195	204	198	157	103	107
SPU_016305	0	0	0	0	0	0
SPU_026359	3	7	7	13	9	6
SPU_026357	3	2	4	3	4	0
SPU_003524	0	0	0	0	0	0
SPU_015097	0	0	2	2	0	0
SPU_015096	0	1	0	0	1	1
SPU_015142	2916	2672	2788	2870	2180	1651
ENSRNA022744370	0	0	1	0	0	0
SPU_016820	92	78	100	43	46	55
SPU_026166	8	5	1	4	1	1
SPU_016360	1	1	1	0	3	2
SPU_005228	108	106	137	89	52	17
SPU_023005	1	0	0	3	0	0
SPU_002434	0	0	0	0	0	0
SPU_006103	279	308	363	239	211	93
SPU_017893	59	52	45	47	48	40
SPU_017892	651	593	622	404	315	226
ENSRNA022744375	0	0	0	0	0	0
ENSRNA022744373	0	0	0	0	0	0
SPU_007277	9	5	12	14	17	8
SPU_027746	3	3	2	0	1	0
SPU_013830	0	0	3	0	0	0
SPU_003787	0	0	0	0	0	0
SPU_022794	171	147	190	158	104	64
SPU_028214	269	302	298	277	202	146
SPU_013995	95	81	117	102	101	69
SPU_013996	70	62	64	68	37	45
SPU_028868	31	32	27	19	21	3
SPU_006550	36	43	51	45	41	16
SPU_008844	0	0	0	0	0	0
SPU_011860	0	0	0	0	0	0
SPU_011862	10	13	22	17	13	9
SPU_008843	0	0	0	0	0	0
SPU_011861	50	54	74	58	31	10
SPU_024178	8	8	5	24	7	13
SPU_024179	18	20	28	4	3	8
SPU_027983	217	239	249	224	213	122
SPU_027981	1019	1134	1107	1031	857	603
SPU_027982	100	91	82	105	86	71
SPU_019141	194	237	237	253	217	202
SPU_006111	1	0	2	0	0	1
SPU_016362	0	1	4	0	0	0
SPU_011719	0	0	0	0	0	0
SPU_012400	0	0	0	0	0	0
SPU_012401	47	49	48	36	34	23
SPU_001983	4	1	8	3	1	3
SPU_013251	103	90	106	87	59	36
SPU_017307	536	505	517	402	383	362
SPU_014236	0	0	0	0	0	0
SPU_017309	140	182	155	195	193	187
SPU_017308	430	507	485	602	550	561
SPU_000295	320	379	301	348	284	224
SPU_006707	0	0	0	0	0	0
SPU_020798	25	20	33	20	20	14
SPU_020799	101	129	123	101	88	65
SPU_021083	0	4	0	0	1	1
SPU_021082	0	0	1	0	0	0
SPU_016994	893	798	1039	606	373	277
SPU_016993	931	922	922	932	745	561
SPU_016992	382	385	355	436	352	332
ENSRNA022746484	0	0	0	0	0	0
SPU_022164	746	785	730	723	586	419
SPU_007265	132	158	158	145	134	120
SPU_007266	39	30	31	22	25	14
SPU_007267	7	7	5	5	3	5
SPU_000006	5	1	3	5	5	2
SPU_004648	35	45	48	49	35	22
SPU_004649	16	13	12	9	5	6
SPU_017107	13	17	35	14	3	7
SPU_017563	4	5	6	4	2	1
SPU_015431	1	1	2	1	0	0
SPU_004194	42	34	40	47	43	31
SPU_000884	453	438	450	335	346	203
SPU_020086	148	150	202	197	155	128
SPU_004616	0	0	0	0	0	0
SPU_008932	2	4	4	1	0	1
SPU_008933	0	0	0	0	0	0
SPU_028014	0	0	0	0	0	0
SPU_028015	231	237	251	174	137	106
SPU_004645	325	290	360	346	306	329
SPU_013827	0	0	0	0	0	0
SPU_013826	0	0	0	1	0	0
SPU_022740	0	0	0	1	0	0
SPU_012842	2	1	1	0	1	0
SPU_007076	0	0	0	0	0	0
SPU_002454	0	0	0	0	0	0
SPU_005262	20	23	15	22	12	11
SPU_005263	30	21	31	17	10	9
SPU_011036	7	10	10	13	11	9
ENSRNA022742790	0	0	0	0	0	0
SPU_009149	0	0	0	1	0	0
SPU_014765	7	3	2	0	0	4
SPU_014768	0	0	0	0	0	0
SPU_014766	23	28	28	22	31	17
SPU_020645	4	6	8	19	16	3
SPU_007832	0	0	0	0	0	0
SPU_023899	1731	1675	1936	1217	1059	500
SPU_023898	545	536	649	399	233	96
SPU_021937	132	108	144	138	124	83
SPU_022709	0	0	0	0	0	0
SPU_021151	0	0	0	0	0	0
SPU_020011	159	152	159	184	182	137
SPU_018092	11	14	20	33	18	22
SPU_014835	12	7	11	19	14	11
SPU_003088	4	11	2	10	5	11
SPU_005378	173	159	183	193	147	100
SPU_009215	48	48	52	63	46	32
SPU_023333	475	501	533	687	586	498
SPU_023331	250	284	306	260	181	152
SPU_014593	4	9	14	4	8	6
SPU_025863	81	114	78	87	52	66
SPU_025864	114	127	165	100	92	48
SPU_011757	14	11	4	14	11	6
SPU_017803	0	0	0	0	0	0
SPU_011758	0	0	0	0	0	0
SPU_017804	2	2	9	1	3	1
SPU_007572	8	3	4	9	4	1
SPU_007579	889	936	871	1146	958	948
SPU_007578	1533	1822	1676	1183	1005	853
SPU_019292	8	9	8	11	5	4
SPU_013347	68	78	105	68	63	33
SPU_001685	134	145	178	171	128	92
SPU_005284	0	0	0	1	0	2
SPU_007577	0	0	4	0	2	0
SPU_007574	1	0	0	0	0	0
SPU_007576	0	1	0	0	0	0
SPU_002599	0	0	0	0	0	0
SPU_007575	0	0	0	0	0	0
SPU_012292	0	1	0	0	0	0
SPU_006513	836	897	834	788	906	684
SPU_023676	0	0	0	0	0	0
SPU_026691	31	33	36	28	18	11
ENSRNA022744400	0	0	0	0	0	0
SPU_024738	0	0	0	0	0	2
SPU_024739	0	0	1	0	0	0
SPU_006628	0	0	0	0	0	0
SPU_006624	0	0	0	0	0	0
SPU_006625	0	0	0	0	0	0
SPU_006627	27	18	43	27	16	7
SPU_006626	89	104	112	64	106	51
SPU_005551	5	19	13	2	8	2
SPU_005550	2	8	10	2	0	5
SPU_016270	74	121	100	99	82	86
SPU_016269	99	106	119	151	172	125
ENSRNA022742929	0	0	0	0	0	0
ENSRNA022742928	0	0	0	0	0	0
ENSRNA022742924	0	0	0	0	0	0
SPU_009668	0	3	1	0	0	0
SPU_027693	78	70	85	84	60	57
SPU_018030	8	2	10	7	5	10
SPU_018029	81	77	81	48	49	38
SPU_016719	0	0	0	0	0	0
SPU_018317	11	12	16	21	19	10
SPU_018318	5820	5667	5692	5615	5156	5061
SPU_014607	5028	4778	5134	3762	3169	1880
SPU_005538	318	303	281	294	201	125
ENSRNA022744396	0	0	0	0	0	0
ENSRNA022744392	0	0	0	0	0	0
ENSRNA022744378	0	0	0	0	0	0
ENSRNA022744390	0	0	0	0	0	0
ENSRNA022744379	0	0	0	0	0	0
ENSRNA022744382	0	0	0	0	0	0
SPU_004071	221	191	189	168	164	153
SPU_015335	1600	1600	1601	1519	1328	1033
SPU_027406	30	23	27	20	16	7
SPU_027408	37	41	32	26	24	14
SPU_016473	5	6	2	2	6	10
SPU_027204	23	13	24	9	14	8
ENSRNA022744387	0	0	0	0	0	2
SPU_022711	477	474	493	464	412	302
SPU_022086	0	1	0	0	0	0
SPU_022087	0	0	0	0	0	0
SPU_022712	679	733	767	1350	1387	1168
SPU_024771	1463	1651	1625	3163	2549	2666
SPU_022710	1873	1788	2058	1491	1176	830
SPU_002474	100	66	115	102	84	64
SPU_002473	633	593	796	570	353	249
SPU_006215	40	34	49	68	37	52
SPU_024772	42	43	40	42	46	26
SPU_024768	123	129	152	145	154	97
SPU_025857	44	43	37	21	26	12
SPU_025858	144	154	156	140	127	102
SPU_023853	31	29	30	38	34	15
SPU_025856	1366	1497	1356	1388	1202	1007
SPU_018476	0	0	0	0	0	0
SPU_006049	1	1	0	0	0	0
SPU_019730	7	7	7	21	3	10
SPU_004620	6	3	3	8	3	3
SPU_017265	2	3	5	1	0	0
SPU_006466	70	62	83	53	49	37
SPU_020700	0	0	0	0	0	0
SPU_028591	0	0	0	0	0	0
SPU_010904	51	58	62	48	41	33
SPU_016860	1	0	0	0	0	0
SPU_016859	0	0	1	0	1	0
SPU_019789	0	0	0	1	0	0
SPU_027877	0	0	1	0	0	0
SPU_004658	1274	1414	1164	1438	1363	1361
SPU_026450	496	466	605	471	369	230
SPU_003621	38	38	56	47	31	30
SPU_027822	0	0	0	0	0	0
SPU_027821	17	8	14	1	9	0
SPU_027820	8	3	32	0	4	0
SPU_016257	3	4	7	1	2	1
SPU_009521	4	3	3	1	0	1
SPU_010343	10884	10451	10781	13823	12546	12024
SPU_010342	5257	4983	5191	4639	4629	3311
SPU_028352	8	3	4	3	3	2
SPU_028353	107	113	152	108	96	84
SPU_003492	0	1	0	1	1	0
SPU_002349	0	0	0	0	0	0
SPU_003491	1	1	1	0	2	0
SPU_022525	0	0	0	0	0	0
SPU_022524	0	1	1	0	0	0
SPU_028542	0	0	0	0	0	0
SPU_028541	0	0	0	0	0	0
SPU_028540	0	0	0	0	0	0
SPU_024006	0	0	0	0	0	0
SPU_018087	0	0	0	0	0	0
SPU_005549	0	0	0	0	0	0
SPU_025431	0	0	0	0	0	2
SPU_000533	0	0	0	0	0	0
SPU_000532	0	0	0	3	0	0
SPU_022055	0	0	0	0	0	0
SPU_013146	0	0	1	0	0	0
SPU_001734	1	0	0	0	0	0
SPU_023670	211	177	257	262	210	187
SPU_023669	10	4	8	8	10	7
SPU_000009	4	8	7	1	2	1
SPU_000010	18	8	6	8	1	3
SPU_000008	82	87	60	65	45	44
SPU_000007	22	31	36	18	29	16
SPU_005873	382	340	407	455	411	207
SPU_005872	157	135	168	162	95	91
SPU_026089	85	65	102	86	67	46
SPU_026431	31	16	24	20	9	11
SPU_005874	787	772	823	679	618	462
SPU_005875	11	11	23	21	12	7
SPU_016054	0	0	0	0	0	0
SPU_025315	0	1	0	1	0	0
SPU_013049	0	1	0	0	0	0
SPU_026626	0	0	0	1	0	0
SPU_026627	62	100	99	76	58	53
SPU_026625	196	140	151	158	161	94
ENSRNA022746263	0	0	0	0	0	0
SPU_006866	0	0	0	1	0	0
SPU_027596	0	0	0	0	0	0
SPU_009762	45	30	72	26	16	11
SPU_005078	0	0	0	0	0	0
SPU_019577	18	13	21	11	2	2
SPU_019337	0	0	0	0	0	0
SPU_027725	3	1	3	2	1	0
SPU_022202	85	89	76	91	70	76
SPU_022201	25	11	16	20	13	8
SPU_019734	1363	1345	1608	1748	1769	1286
SPU_019732	350	400	365	394	296	323
SPU_019731	7053	7592	7189	6415	5680	4414
SPU_019735	50	50	38	42	36	39
SPU_006606	26	34	23	28	24	13
SPU_004921	658	649	619	657	562	558
SPU_019736	149	117	181	137	127	136
SPU_019729	191	147	191	191	161	125
SPU_019737	76	69	90	65	68	37
SPU_000196	0	0	0	0	0	0
SPU_019738	10	7	18	13	9	7
SPU_014890	6	8	8	10	10	11
SPU_022936	0	0	0	0	0	0
SPU_028613	45	39	28	75	81	88
ENSRNA022742546	0	0	0	0	0	0
SPU_012726	0	0	0	1	0	0
SPU_027617	7	12	28	8	8	8
SPU_021874	28	27	42	24	26	16
SPU_013108	18	8	13	20	10	7
SPU_027618	2	5	0	0	2	0
SPU_005446	24	27	31	52	46	46
SPU_014570	46	57	67	84	51	42
SPU_014571	86	65	127	70	83	93
SPU_026897	164	185	194	181	154	115
SPU_002677	385	382	365	481	348	272
SPU_019522	53	51	47	56	43	42
SPU_006312	1401	1380	1215	1234	1148	852
SPU_006311	48	46	34	25	29	20
SPU_002611	0	0	0	1	0	0
SPU_007845	0	0	0	0	0	1
SPU_020895	3	5	2	1	4	6
SPU_020896	225	179	156	169	116	70
SPU_010763	359	295	275	364	248	187
SPU_010762	9106	9545	9214	9493	8332	7804
SPU_010764	918	852	980	886	753	464
SPU_010761	45	52	63	49	23	48
SPU_010765	421	495	507	468	434	356
SPU_010766	4	1	0	3	5	9
SPU_020954	26	12	8	18	16	9
SPU_027802	101	89	77	81	97	72
SPU_027803	175	201	163	180	133	147
SPU_010760	19	27	23	22	12	7
SPU_021394	2344	2380	2401	1958	1647	1337
SPU_014690	669	750	801	986	760	819
SPU_014693	363	286	386	326	286	218
SPU_014691	71	66	89	75	60	46
